Sentence,Sentiment,sentence
"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .",neutral,"`` Chaque partenaire sera autorisé à acheter une quantité d'électricité correspondant à sa part dans le consortium, au coût de production, '' une lettre d'intention dit."
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral,"Le conseil d' administration a créé un comité de rémunération composé des membres suivants : - Sari Baldauf Président - Tapio Hintikka - Heikki Westerlund En outre , le conseil d' administration a décidé de nommer un comité de nomination à un stade ultérieur ."
"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",neutral,"La méthode utilise des produits Ultra d'origine hydrique, offrant une protection aux surfaces en bois dans un processus de peinture industrielle où deux couches de couche supérieure sont appliquées sur des panneaux et des planches en bois extérieurs sans apprêt séparé."
Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive,Berkshire cherche à augmenter sa participation de Wells Fargo au-dessus de 10%
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive,"L' accord fournira The Switch avec le double de la capacité de convertisseur , tout en ouvrant d'autres sites de fabrication en Chine ."
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral,"En raison de la bière Pirkka , Olvi 's brasserie à Iisalmi se déplace à 7 jours , 24 heures sur 24 postes de travail ."
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral,"Metsaliitto vendra 1,1 million d' actions B de Neomarkka , représentant environ 18,3 pct des capitaux propres de Neomarkka et environ 12,7 pct des droits de vote ."
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral,"Les immenses poutres de pont seront livrées sur le site de notre usine à Ylivieska , Finlande ."
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral,"Von Koskull supervisera une nouvelle unité de Nordea , qui réunit des banques commerciales d' entreprises , des institutions financières et des divisions de produits des marchés financiers ."
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,"Grâce à l'effet multiplicateur de la performance des wagons , le transport sera beaucoup plus efficace , '' dit le gestionnaire de développement Juha Malkia de VR Cargo ."
"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy , as the conditions of the agreement made by the companies on 1 July 2009 fulfilled .",neutral,"Selon son avis , Skandinaviska Enskilda Banken AB publ Helsinki Branch a, le 10 août 2009 , cédé au total 11 958 000 actions d' Alma Media à Ilkka-Yhtyma Oyj et Kaleva Kustannus Oy , les conditions de l' accord conclu par les sociétés le 1er juillet 2009 étant remplies ."
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral,La ligne 4 sera entièrement souterraine et comprendra 10 stations qui seront exécutées en deux étapes de mise en œuvre .
"The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders .",positive,"Le fournisseur finlandais de BSS-OSS et VAS pour les opérateurs de télécommunications , Tecnotree , a reçu des commandes d'expansion d'une valeur totale de 7,3 millions de dollars US pour ses solutions convergentes de facturation et de messagerie de prochaine génération en Amérique latine , la société a annoncé sans préciser quels opérateurs avaient passé les commandes ."
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive,"au premier trimestre 2010 18 mai 2010 - Le fabricant finlandais de composants électriques Salcomp Oy ( HEL : SAL1V ) a déclaré aujourd' hui qu' il s' est tourné vers un bénéfice net de 1,6 million d' euros au premier trimestre 2010 contre une perte de 2 millions d' euros au cours de la période correspondante de l' année dernière ."
"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",neutral,"La deuxième variante offre une finition finale complète de tout appartement sélectionné avec des matériaux étrangers de haute qualité ( Finlande , Danemark , Allemagne , France ) ."
Net profit in the same period in 2006 was (  x20ac ) 172 million .,neutral,Le bénéfice net au cours de la même période en 2006 s' est élevé à 172 millions de dollars ( x20ac ) .
Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,positive,Breaking 52 semaines hauts timing semble super maintenant $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU
The repurchases shall decrease the distributable capital and reserves .,neutral,Les rachats diminuent le capital distribuable et les réserves .
$STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN,negative,$STX quitter le bas mais toujours sur le marché de l'ours #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN
The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,neutral,L'organisation qui est membre du syndicat du secteur automobile russe MPRA est devenue active depuis que Tikkurila a acquis la société de peinture russe Kraski Teks en 2006 .
The new shares entitle their holders to dividends for fiscal 2006 .,neutral,Les nouvelles actions donnent droit à des dividendes pour l' exercice 2006 .
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",positive,"L' EBITDA pour l' année 2009 s' est amélioré pour atteindre 484 millions d' euros , contre 472 millions d' euros en 2008 ."
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",positive,"Talentum indique que son bénéfice d' exploitation est passé de 9,3 millions d' euros en 2004 à 20,5 millions d' euros en 2005 , et que les ventes nettes ont totalisé 103,3 millions d' euros , contre 96,4 millions d' euros ."
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,"Le bénéfice d' exploitation et le chiffre d' affaires pour la période de trois mois ont augmenté , respectivement de 0,9 million d' euros et de 8 .3 millions d' euros , par rapport à la période correspondante de 2005 ."
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,neutral,"Le pont sera long de 1,2 km et est situé entre Anasmotet par la route E20 et la nouvelle jonction de trafic à Marieholm par la route E45."
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,positive,Le fabricant finlandais d'électronique PKC Group Oyj ( OMX Helsinki : PKC1V ) a déclaré mercredi ( 31 décembre ) qu'il a achevé l'acquisition de l'activité de harnais de câble MAN Nutzfahrzeuge AG de MAN Star Trucks & Buses Spolka zoo en Pologne .
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,"Veidekke , dont le siège social est à Oslo , en Norvège , est un groupe scandinave de construction et de développement immobilier comptant quelque 6 350 employés en Norvège , en Suède et au Danemark , avec un chiffre d' affaires annuel de 16 milliards de NOK ."
"To our members and partners , the use of IT will mostly be apparent in the increased efficiency of the results service , '' observes Perttu Puro from Tradeka .",positive,"Pour nos membres et partenaires , l'utilisation de l'informatique sera surtout apparente dans l'efficacité accrue du service de résultats , '' observe Perttu Puro de Tradeka ."
Protalix is developing genetically engineered proteins from plant cells .,neutral,Protalix développe des protéines génétiquement modifiées à partir de cellules végétales.
Decisions are to be made as quickly as possible .,neutral,Les décisions doivent être prises le plus rapidement possible .
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),negative,$CAT est accroché sur mon fil. 1cliquez loin d'une chute de falaise.. Il faut suivre à travers (ou snap-back sur le VIX)
The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,neutral,L'incident s'est produit à 14 h 30 sur l'avenue 192 de la route 196.
Verizon and AT&T accused of hurting rivals,negative,Verizon et AT&T accusés de blesser des rivaux
`` The CHF is a great product .,positive,`` La CHF est un excellent produit .
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",neutral,"À 1411 CET , ArcelorMittal avait perdu 7,26 % contre 17,38 euros sur Euronext Paris , en tête des blue-chip fallers ."
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,neutral,La coopération avec AirBaltic devrait conduire au transfert de Finncomm à la propriété d'AirBaltic dans le temps .
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",positive,"J'ai été chargé sur $bsx hier, ça a l'air bien maintenant."
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,"Le groupe Lemminkainen , dont le siège est à Helsinki , en Finlande , exerce ses activités dans tous les secteurs de l' industrie de la construction , à savoir le génie civil , les contrats de construction , les services techniques de construction et l' industrie des matériaux de construction ."
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",neutral,"Les alimentations , les systèmes d'alimentation en courant continu et les onduleurs conçus et fabriqués par Etfore , et les systèmes les incorporant sont utilisés dans de nombreuses applications différentes ."
Pertti Ervi is independent from the Company and its major shareholders .,neutral,Pertti Ervi est indépendante de la Société et de ses principaux actionnaires.
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",neutral,"Parallèlement , TeliaSonera a décidé de procéder à une acquisition obligatoire ."
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",neutral,"""Nous avons coupé notre fréquence à New York l'année dernière, ce qui explique l'automne,"" a-t-il dit."
"Mr Ashley , deputy executive chairman of Sports Direct , sold a 43pc stake in the company for more than pounds 900m at the time of the float .",neutral,"M. Ashley , vice-président exécutif de Sports Direct , a vendu une participation de 43pc dans l'entreprise pour plus de livres 900m au moment du flotteur ."
"Exel Composites ' long-term growth prospects remain favourable , however .",positive,Les perspectives de croissance à long terme d' Exel Composites restent toutefois favorables .
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",positive,"En combinant ses solutions existantes en une seule plate-forme , Comptel a déclaré avoir réduit le coût de déploiement ."
Shell share price: Standard Life announce position against BG acquisition,negative,Prix de l'action Shell: Standard Life annonce sa position contre l'acquisition de BG
SAB's Chairman Digs In With Board Divided on InBev Offer,neutral,Le président de SAB digs in with Board divised on InBev Offer
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative,"La société a déclaré que les ventes au cours des trois mois qui se sont écoulés jusqu'à la fin du mois de mars se sont chiffrées à 86 ,4 millions de dollars US, soit 113,4 millions de dollars, contre 91,2 millions l'an dernier ."
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,positive,Le triangle ascendant $TROW donne un biais haussier à ce graphique. La répartition au-dessus de 84 sera positive http://stks.co/g0ls5
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral,La portée totale du projet est d'environ 38 000 mètres carrés et est évaluée à environ 75 millions d'euros.
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,"Les recettes nettes d' intérêt ont augmenté de 4,5 % pour s' établir à 31,4 millions d' euros , contre 30,0 millions d' euros en 2004 ."
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral,"En outre , le comptoir de service existant dans la salle de réception sera reconstruit et l' accès aux connexions ferroviaires locales sera assuré ."
"HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct .",positive,"HELSINKI AFX - KCI Konecranes a déclaré avoir augmenté sa participation dans MMH Holdings Inc , le propriétaire de Morris Materials Handling , basé aux États-Unis , à 90,9 pct de 74.5 pct ."
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,neutral,A CUT ABOVE Apportez le plein air avec ces sous-verres à branches de bouleau.
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,neutral,"Le bénéfice d' exploitation consolidé des opérations permanentes a diminué de 62,3 % , passant de 135,7 millions d' euros en 2007 à 51,2 millions d' euros ."
The contract value amounts to EUR 2.4 million .,neutral,"La valeur du contrat s' élève à 2,4 millions d' euros ."
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,positive,"Les ventes nettes de la société finlandaise de l' industrie alimentaire L+ñnnen Tehtaat ont augmenté de 13 % en 2008 pour s' établir à 349,1 millions d' euros , contre 309,6 millions d' euros en 2007 ."
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive,L'acquisition de Kaupthing Sverige apportera un ajout non récurrent positif significatif à la performance du groupe .
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,"( ADP News ) - 5 nov. 2008 - Le fabricant finlandais de produits et solutions de mesure électronique Vaisala Oyj ( OMX : VAIAS ) a déclaré aujourd' hui que son bénéfice net s' est élevé à 18 millions d' euros (23,1 millions de dollars) pour les neuf premiers mois de 2008 à partir de 1 euro"
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,neutral,Renesas Mobile Europe Ltd compte environ 470 employés à Oulu.
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,Le libre-service et l'automatisation jouent désormais un rôle plus important et les ressources mondiales de Fujitsu seront exploitées efficacement .
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral,"- Le bénéfice avant impôts du Groupe s'élève à 0,28 million d'euros."
"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",neutral,"Les générateurs d'aimants permanents et les convertisseurs de puissance sont aujourd'hui la solution préférée dans les nouvelles conceptions d'éoliennes, a déclaré la société."
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,positive,Le Finlandais Rautaruukki s'est vu attribuer un contrat pour la fourniture et l'installation de superstructures en acier pour le pont Partihallsf+Ârbindelsen à Göteborg en Suède.
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,"La juste valeur des investissements propres de CapMan Plc au 30 septembre 2008 s' élevait à 59,8 millions d' euros ."
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,positive,MISE À JOUR: Barclays s'attend à un gain après s'être installé avec Lehman Bros Trustee
"ST. PETERSBURG , Oct 14 ( PRIME-TASS ) -- Finnish tire producer Nokian Tyres plans to invest about 50 million euros in the expansion of its tire plant in the city of Vsevolozhsk in Russia 's Leningrad Region in 2011 , the company 's President Kim Gran told reporters Thursday .",positive,"ST. PETERSBURG , 14 Oct ( PRIME-TASS ) -- Le producteur finlandais de pneus Nokian Tyres prévoit d'investir environ 50 millions d'euros dans l'expansion de son usine de pneus dans la ville de Vsevolozhsk dans la région russe de Leningrad en 2011 , le président de l'entreprise Kim Gran a déclaré aux journalistes jeudi ."
"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .",positive,"Nokia a également noté que le prix de vente moyen des combinés a diminué au cours de la période , bien que sa marge bénéficiaire du téléphone mobile soit passée de 13 pour cent au trimestre de l' année à plus de 22 pour cent ."
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",positive,"WPP, la plus grande agence de publicité mondiale, rapporte forte croissance 2015"
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",neutral,"Au premier trimestre de 2009 , la perte d' exploitation de la société s' est élevée à 0,3 million d' euros , contre un bénéfice de 3,6 millions d' euros au premier trimestre de 2008 ."
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,positive,Le fabricant finlandais de matériel de levage Konecranes HEL : KCR1V a déclaré le 29 juillet 2009 qu'il a porté sa participation dans le fabricant autrichien de manipulateurs ACS Konecranes à 80 % et a acheté le joueur de secteur allemand Knight Europe .
"Cash flow after investments amounted to EUR45m , down from EUR46m .",neutral,"Les flux de trésorerie après investissements se sont élevés à 45 millions d' euros , en baisse par rapport à 46 millions d' euros ."
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative,"La police de Baltimore et la pension d'incendie , qui a environ 1,5 milliard de dollars , a perdu environ 3,5 millions de dollars dans le régime de Madoff Ponzi ."
Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,neutral,Scanfil plc est un fabricant de contrats mondiaux et fournisseur de systèmes pour la communication et l'électronique industrielle.
"It 's `` finger-friendly '' , and to my opinion , really fast .",neutral,"Il 'est `` doigt-friendly '', et à mon avis, vraiment rapide."
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral,Le Conseil d' administration a proposé à l' Assemblée générale extraordinaire d' autoriser le Conseil à décider de l' émission d' un maximum de 30 millions d' actions nouvelles dans une ou plusieurs émissions d' actions .
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,negative,"3 août 2009 - Le groupe de médias finlandais Ilkka-Yhtyma Oyj ( HEL : ILK2S ) a déclaré aujourd' hui que son bénéfice net a chuté de 45 % par rapport à l' année précédente à 5 , 9 millions d' euros au premier semestre de 2009 ."
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",neutral,"Selon le Ministre suédois des administrations locales et des marchés financiers , Mats Odell , la décision de vendre les parts de l' État dans le groupe de télécommunications TeliaSonera ne peut être prise qu' en coopération avec l' État finlandais ."
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",positive,"Les expéditions de téléphonie mobile ont bondi de 26 pour cent à près de 112 millions d'unités, tandis que la part de marché de l'entreprise finlandaise est passée de 36 pour cent à 39 pour cent."
"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .",neutral,"Selon Mark White , Locatrix Communications ' PDG , l'interface des services Web de l'entreprise permet aux propriétaires d'appareils , amis , et la famille de suivre et localiser les utilisateurs TWIG via n'importe quel navigateur Web ."
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative,$SPY La fierté des médias sociaux pourrait-elle être gettin prêt à tomber? $FB - chart renvers?
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",positive,"Selon le directeur général de Viking Line , Nils-Erik Eklund , le conseil d'administration de la société est très satisfait de la performance de Viking Line ."
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive,"La base d' abonnés de MegaFon a augmenté de 16,1 % en 2009 pour atteindre 50,5 millions d' utilisateurs au 31 décembre , tandis que sa part de marché par le nombre de clients s' élevait à 24 % à la fin de 2009 , contre 23 % à la fin de 2008 , selon les estimations de TeliaSonera ."
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,negative,Finnair estime que la grève entraînera des pertes quotidiennes nettes supérieures à 2 millions d'euros en raison des réservations annulées et du réacheminement des passagers.
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative,"( ADP News ) - 11 février 2009 - Le fournisseur finlandais de technologie des produits du bois Raute Oyj ( HEL : RUTAV ) a déclaré aujourd' hui que son bénéfice net s' est réduit à 4,7 millions d' euros ( 6,1 millions de dollars américains ) pour 2008 , contre 6,6 millions d' euros pour 2007 ."
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral,"Le contrat couvre les livraisons clés en main aux cinq aéroports exploités par l'autorité -- John F Kennedy , LaGuardia , Newark , Teterboro et Stewart International ."
A total of 140 jobs will be reduced at the Raahe Steel Works .,neutral,"Au total, 140 emplois seront réduits dans les usines sidérurgiques de Raahe."
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",neutral,"Dans une sortie le 28 octobre, Peab a déclaré que les deux entreprises continueront à être menées sous les marques Cliffton et Stockholm Entreprenad , tous deux faisant partie du groupe Peab ."
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,neutral,23 avril 2010 - La société finlandaise de construction et d'ingénierie Outotec Oyj HEL : OTE1V a déclaré aujourd' hui qu' elle avait enregistré une perte nette de 7 .3 millions d' euros au premier trimestre de 2010 par rapport à un bénéfice net de 12 .5 millions d' euros au cours de la période correspondante de l' année dernière .
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive,"Les activités de réparation et d' entretien ont représenté des ventes nettes de 645,3 millions d' euros , en hausse par rapport à 563,6 millions d' euros ."
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",positive,"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) a augmenté la juste valeur des actions dans quatre des plus grands groupes forestiers nordiques ."
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,neutral,Valmet Automotive rapporte un chiffre d'affaires net de 85 millions d'euros et un bénéfice d'exploitation de 8 millions d'euros.
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,"Le bénéfice pour la période s' est élevé à 9,8 millions d' euros , en hausse par rapport à 6,0 millions d' euros en 2004 ."
"In Sweden , there is an oversupply of pharmacies .",negative,"En Suède , il y a une suroffre de pharmacies ."
The firm builds components for mobile phones and other communications products .,neutral,L'entreprise construit des composants pour les téléphones mobiles et d'autres produits de communication .
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",negative,"La capacité sera plus facile à sa scierie Seikku à Pori et la scierie Alholma à Pietarsaari et se traduira par 60 personnes mises à pied pendant environ six semaines à partir de la mi-mai, a-t-il dit."
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",neutral,"Le conseil d' administration d' Exel proposera un dividende de 0,2 euro 0,3 euro par action pour 2006 lors de l' assemblée générale annuelle du 19 avril 2007 ."
"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October .",neutral,"Il a annoncé une "" unité de solutions "" pour accélérer la coopération en août, et a transféré Simonson du chef des finances aux téléphones bas de gamme en octobre."
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,neutral,L'autorisation est en vigueur pour une période de 18 mois à compter de la résolution de l'Assemblée générale .
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",neutral,"Le chiffre d' affaires pour le trimestre a totalisé 27,4 milliards , en baisse de 2 pour cent par rapport à 28,1 milliards au quatrième trimestre de 2008 ."
"In Sweden , there is an oversupply of pharmacies .",neutral,"En Suède , il y a une suroffre de pharmacies ."
Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,neutral,Rolls-Royce pour assurer la conformité après Petrobras rapport de corruption
Japan's Nikkei lands Financial Times in $1.3 billion deal,positive,"Le Japon Nikkei débarque Financial Times en un marché de 1,3 milliard de dollars"
"The manager is critical of politicians ' failure to differentiate between beleaguered European financial institutions and Skandinavian banks , `` which sailed through the crisis without issues '' .",neutral,"Le gestionnaire critique le fait que les politiciens n'aient pas réussi à distinguer les institutions financières européennes assiégées des banques skandinaves, qui ont traversé la crise sans problèmes."
The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .,neutral,L'usine utiliserait de l'huile de palme certifiée par la Table ronde sur l'huile de palme durable ( RSPO ) .
All depends on financing .,neutral,Tout dépend du financement .
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,Le groupe d'édition et d'impression finlandais Ilkka-Yhtym+ñ va introduire une interdiction de fumer du personnel dès le début de 2007 dans les trois journaux de l'entreprise.
These savings will have full impact as of the beginning of 2007 .,neutral,Ces économies auront un plein impact au début de 2007 .
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,neutral,Le déchargement du navire est totalement fermé le long de toute la ligne de transport vers les installations de stockage .
"Entire paper mills may be set up , especially in the new EU member states .",neutral,"Des papeteries complètes peuvent être mises en place , en particulier dans les nouveaux États membres de l' UE ."
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive,"Rapala estime que ses ventes nettes pour 2008 augmenteront de 8,0 pct à 12 pct en supposant des taux de change de 2007 ."
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,"Les bénéfices d' exploitation et les ventes nettes pour la période de six mois ont augmenté , respectivement de 7,5 millions d' euros et de 6,55 millions d' euros , par rapport à la période correspondante de 2005 ."
"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",neutral,"Jukka Hienonen , l'actuel PDG de Finnair , démissionnera à la fin de janvier 2010 ."
Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,neutral,Prix parlé est dans la zone Euribor plus 2 bps et la seule avance est Citigroup .
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,neutral,Les propriétés ont été achetées auprès de la société immobilière suédoise Niam et Goldman Sachs ' Whitehall Street Real Estate Funds .
Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,neutral,Sunrise Resources opère sur les marchés russes de développement proche de la côte par l'intermédiaire de sa filiale russe à part entière et compte 80 % de son personnel en Russie.
"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",negative,"$FAST $GWW - les ventes quotidiennes ralentissent encore, indicateur de coïncidence assez opportun https://t.co/m6BKHBkzK5"
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,"En conséquence , les restrictions à l' importation imposées par la Russie aux entreprises laitières finlandaises seront annulées le 6 août 2010 ."
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral,Analystes interrogés par Thomson Revenu prévu de 69 millions de dollars pour le trimestre .
