Sentence,Sentiment,sentence
"Cash flow after investments amounted to EUR45m , down from EUR46m .",negative,"El flujo de caja tras las inversiones ascendió a 45 millones de euros , frente a 46 millones de euros ."
"When the OMX market forwards mature on May 16 , 2008 , Novator Finland Oy 's direct shareholding in Amer Sports Corporation will exceed one-fifth 1-5 of the company 's shares and voting rights .",neutral,"Cuando el mercado OMX venza el 16 de mayo de 2008 , la participación directa de Novator Finland Oy en Amer Sports Corporation superará la quinta parte de 1-5 de las acciones y derechos de voto de la empresa ."
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,"El informe contiene información de la empresa de nivel de categoría y de la cuota de marca , así como información de la cuota de distribución para 2007 y 2008 ."
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",neutral,"China Unicom , NYSE : CHU , HKSE : 0762 , y SHSE : 600050 , el segundo operador móvil más grande del país ."
Intertek swings to Â£347 mln loss on oil's slump,negative,Intertek oscila a 347 mln de pérdida en la depresión del petróleo
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,"Las pérdidas de explotación ascendieron a 0,9 millones de euros en el primer semestre del 2006 , frente a un beneficio de 0,5 millones de euros en el primer semestre del 2005 ."
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",neutral,"La empresa ha entregado la infraestructura técnica , utilizada por NAV para sus iniciativas de almacenamiento de datos e inteligencia empresarial ."
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",neutral,"Telas no tejidas y papeles especiales , realizados por Ahlstrom , se utilizan en una gran variedad de productos cotidianos , por ejemplo en filtros , toallitas , suelos , etiquetas , y cintas ."
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive,"Outotec dijo que ganó nuevos pedidos por valor de 492,9 millones de euros durante el trimestre , en comparación con 240,4 millones de euros un año antes ."
YIT Kausta will build commercial and residential highrises in Virsuliskes area .,neutral,YIT Kausta construirá rascacielos comerciales y residenciales en el área de Virsuliscos.
"In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services .",neutral,"Además de proporcionar un nuevo headbox y una moderna unidad de dimensionamiento y recubrimiento , Vaahto Group proporcionará supervisión de la erección , formación y servicios de puesta en marcha ."
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",negative,"20 de octubre de 2010 - La empresa finlandesa de gestión medioambiental Lassila & Tikanoja Oyj HEL : LAT1V , o L&T , dijo el lunes que espera que su beneficio operativo , excluyendo las partidas no recurrentes , para todo el 2010 sea ligeramente inferior al de 2009 ."
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,negative,$GS se ve débil mientras que este mercado se está moviendo más alto no es una buena señal. A menos que $gs puede llegar por encima de 157. corto temprano por debajo de 154.00 hoy.
"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .",negative,"26 de octubre de 2010 - La empresa finlandesa de gestión medioambiental Lassila & Tikanoja Oyj ( HEL : LAT1V ) , o L&T , dijo hoy que su beneficio neto disminuyó a 20,9 millones de euros durante los primeros nueve meses de 2010 a partir de 27,6 millones de euros durante el mismo período del año anterior ."
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral,Sanoma anunció el régimen de opción de acciones 2008 el 19 de diciembre de 2008 .
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative,"Philip Morris, BAT demanda por la ley tomando paquetes de marca"
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",neutral,"Los otros asientos irían a Edgar Edmonds, un americano con experiencia en la industria de la ropa y el comercio al por menor, y Christian Fischer, un austriaco con experiencia en el negocio de artículos deportivos de invierno."
Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland .,positive,Ruukki anunció que firmó un acuerdo con Aker Solutions de Noruega para suministrar 24 anclas de aspiración en septiembre de 2010 desde su unidad Kalajoki en Finlandia.
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",positive,"El desarrollador de software financiero finlandés Basware Oyj dijo hoy que proporcionará su solución de automatización de facturas ( IA ) a una importante empresa minorista sin nombre en los Estados Unidos en un acuerdo , por un valor de más de EUR300 ,000 ."
Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,neutral,Barclays escalofríos nuevo jefe de operaciones Paul Compton de JP Morgan Chase
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,neutral,"Los beneficios de explotación disminuyeron de 7,9 millones de euros en el segundo trimestre de 2005 a 5,1 millones de euros en el segundo trimestre del 2006 ."
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral,El período de suscripción de acciones para las opciones de acciones 2007A se extiende entre el 1 de abril de 2010 y el 31 de marzo de 2012 .
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive,La compañía está en el proceso de construcción de una nueva flota y ha realizado pedidos para 10 petroleros P-Max de 65.200 dwt.
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",negative,"`` La implementación de estos programas ha tenido, y tendrá, impactos negativos en las ganancias de 2006 y 2007 ,'' dijo el Sr. Meiklejohn."
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,positive,Glaxo's ViiV Healthcare firma acuerdo de fabricación de China con Desano
The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,neutral,La cebada molida se ha producido completamente en Finlandia y estará disponible en tiendas a principios de 2010 .
$FB bot some @78.47 breakout from the consolidation zone :D,positive,bot $FB algunos @78.47 ruptura de la zona de consolidación :D
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative,"Saudi Aramco, Shell planea romper Motiva, dividir los activos"
"$INO Up, up, and away!",positive,"¡Arriba, arriba, y lejos!"
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",neutral,"Los beneficios de explotación del período de 12 meses disminuyeron de 17 ,9 millones EUR , mientras que las ventas netas aumentaron de 58 ,3 millones EUR , en comparación con 2007 ."
Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,neutral,El grupo industrial finlandés Ruukki Group Plc OMX Helsinki : RUG1V dijo el viernes 14 de noviembre que su segmento de negocio de muebles Incap Furniture ha concluido las negociaciones de personal que se iniciaron a finales de septiembre.
The right margin will be viewed separately in detail with every customer .,neutral,El margen correcto se verá por separado en detalle con cada cliente .
The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral,"El grupo tenía una cartera de pedidos de 7,74 millones de euros a finales de 2007 ."
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative,"En un anuncio separado a la bolsa de Helsinki , Atria reveló que los beneficios del tercer trimestre de la empresa disminuyeron de 13,9 millones EUR en el tercer trimestre del año pasado a 12,7 millones EUR en el tercer trimestre de este año ."
Priceline's stock jumps to new high for the year after Barclays upgrade,positive,Las acciones de Priceline saltan a un nuevo nivel para el año después de la actualización de Barclays
The transaction will take place without payment of merger consideration .,neutral,La operación se llevará a cabo sin el pago de la contraprestación de la fusión .
ARM Royalties Accelerate as Smartphone Market Regains Strength,positive,ARM realezas acelerar como mercado de teléfonos inteligentes recupera fuerza
The company expects net sales to significantly increase from 2009 .,positive,La empresa espera que las ventas netas aumenten significativamente a partir del 2009 .
The options might include a partial or total divestment of their shareholdings in Ovako .,neutral,Las opciones podrían incluir una desinversión parcial o total de sus participaciones en Ovako .
Espoon kaupunki awarded contracts for personal care products .,positive,Espoon kaupunki adjudicó contratos para productos de cuidado personal.
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral,Las condiciones del régimen de opción bursátil del año 2003 se publicaron en una bolsa de valores el 31 de marzo de 2003 .
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,positive,$BXS: BancorpSouth anuncia la ampliación de los acuerdos de ... http://stks.co/s2PDF
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,positive,NORDIC BUSINESS REPORT-26 Junio 2006-Metso Corporation gana el pedido de equipos EUR50m en Australia -® 1998-2006 COMUNICACIONES M2 LTD El grupo de ingeniería y tecnología finlandés Metso Corporation dijo el lunes ( 26 de junio ) que ha recibido un pedido de equipos EUR50m en Australia .
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",positive,"Según un informe de Neomarkka , los clientes de Kuitu Finland están interesados en comprar los productos de la empresa cuando reinicie la producción ."
$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,negative,$spy golpeándose la cabeza en 8ma cada día como resistencia de arriba. Entonces el hermano mayor 50ma justo por encima de eso.
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",neutral,"Una adquisición de TeliaSonera sería la más grande de France Telecom desde su compra de 2000 de Orange plc por 27.8 mil millones ( $ 55.1 mil millones ) y crearía la cuarta compañía de telecomunicaciones más grande del mundo detrás de AT&T Inc. , Verizon Communications Inc. y NTT Corp. de Japón ."
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",neutral,"La pérdida de explotación ascendió a 0,8 millones de euros , frente a un beneficio de 3,9 millones de euros el año anterior ."
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,neutral,"ANUNCIO de Solteq Plc 16.12.2010 SHARE REPURCHASE 16.12.2010 En la Bolsa de Valores de Helsinki Solteq Plc posee ahora un total de 486.969 acciones , incluidas las recompradas el 16.12.2010 ."
"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",neutral,"Actualmente , la empresa prevé que su beneficio antes de impuestos se mantenga por debajo del nivel de 2009, cuando alcanzó los 700.000 USD 934.000 , en comparación con las proyecciones anteriores de un beneficio antes de impuestos ligeramente mejor ."
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",neutral,"En el período de referencia , el EPS se situó en 0 ,07 EUR frente a 0 ,11 EUR ."
The MET is located in the Central Business District ( CBD ) of Bangkok .,neutral,El MET se encuentra en el Distrito Central de Negocios ( CBD ) de Bangkok .
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",neutral,"En el tercer trimestre del 2009 , la empresa naviera finlandesa Finnlines registró una pérdida de 6,5 millones de euros por concepto de preimposición , frente a un beneficio de 0,3 millones de euros en el tercer trimestre del 2008 ."
"`` Following last year 's good profit development , we have entered the current year in a good position .",positive,"`` Tras el buen desarrollo de las ganancias del año pasado , hemos entrado en una buena posición en el año en curso ."
"Kemira 's R&D organization comprises approximately 750 people , the company said .",neutral,"La organización de I+D de Kemira comprende aproximadamente 750 personas , dijo la compañía ."
"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",neutral,"El consejo de administración de la empresa propondrá un dividendo de 0,95 euros por acción para el 2008 en la reunión general anual , prevista para el 23 de marzo de 2009 ."
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,positive,``Estoy muy contento con este proyecto y la continuación de la cooperación con Viking Line.
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,"Los precios unitarios de los transportistas de reparto varían entre 700 000 y 900 000 EUR , añadió la empresa ."
"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",positive,La Bristol Port Company ha cerrado un contrato de un millón de libras con Cooper Specialised Handling para abastecerlo de cuatro apiladores de alcance personalizados de Konecranes de 45 toneladas.
Welcome !,neutral,¡Bienvenidos!
"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",neutral,"El sistema de Tecnomen cuenta con una nueva gama de servicios de valor añadido para facturación prepago y pospago , cobro y calificación de llamadas de voz , tráfico de datos o cualquier tipo de servicios de contenido tanto en redes móviles como fijas ."
"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral,"La cuota de mercado de los turismos Volkswagen en Finlandia fue de 10.1 por ciento , Audi tenía una cuota de mercado de 3.1 por ciento y la cuota de Seat fue 0.9 por ciento ."
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,neutral,La propuesta del Consejo de Administración sobre la emisión de derechos de opción corresponderá de lo contrario a la propuesta del Consejo de Administración en la Comunicación a la Junta General .
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,positive,UPM-Kymmene ha generado cuatro trimestres consecutivos de flujo de efectivo libre positivo .
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral,La exportación representa alrededor de la décima parte del volumen de negocios anual de la empresa de mil millones de coronas .
"Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before .",negative,"El fabricante finlandés del contrato de electrónica Scanfil tuvo ventas netas de 52,2 millones de euros en el primer trimestre del 2007 , frente a 60,1 millones de euros el año anterior ."
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral,"De las ventas netas de la empresa , el 38 % se adquirió en Finlandia , el 21 % en otros países europeos , el 40 % en Asia y el 1 % en Estados Unidos ."
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",neutral,"Los beneficios del período ascendieron a 1,1 millones de euros , frente a 1,6 millones de euros en el tercer trimestre del 2008 ."
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive,"Los ingresos netos por concepto de intereses ascendieron a 15,9 millones de euros , frente a los 15,6 millones de euros del año anterior ."
No financial details were revealed .,neutral,No se revelaron detalles financieros .
"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",positive,"Según el director gerente de A-Rehu , Jouko Lahtinen , el proyecto estabilizará los costes y mejorará la seguridad del suministro ."
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",neutral,"En una carta dirigida al Ministro de Economía , la naviera estonia Tallink , que cotiza en bolsa , solicita la aprobación para tener derecho a una reducción del 15 % de las tasas portuarias en 2010 ."
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,neutral,"Los ingresos por acción ( EPS ) en 2005 se redujeron a 1,87 euros frente a 1 ,89 euros en 2003 ."
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,neutral,"El beneficio de explotación , con exclusión de las partidas no recurrentes , fue de 7,8 millones de euros , frente a 11,2 millones de euros ."
The building will house product development and test laboratories .,neutral,El edificio albergará el desarrollo de productos y laboratorios de pruebas.
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",negative,"Tornio Works emplea a 2.300 empleados , de los cuales más de 1.800 han estado en el ámbito de aplicación del período fijo o de los despidos temporales a tiempo parcial en abril-octubre ."
"However , the proportion of the paid standing orders grew in 2009 .",positive,"Sin embargo , la proporción de pedidos permanentes pagados aumentó en 2009 ."
`` There is no room to modify the share component as we have already indicated . '',neutral,`` No hay espacio para modificar el componente share como ya hemos indicado. ''
"The facility will have a lettable area of some 19,000 sq m. The plot for the plant , located in the Ratasmaki business park , will be purchased from the City of Forssa .",neutral,"La instalación tendrá un área de alquiler de unos 19.000 metros cuadrados. La parcela para la planta, ubicada en el parque de negocios Ratasmaki, se comprará a la ciudad de Forssa."
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,negative,¿Está cayendo el compromiso de los usuarios de #Facebook? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",negative,"El Grupo finlandés Vaahto que proporciona tecnología de fabricación de papel y maquinaria de proceso está iniciando negociaciones sobre los despidos temporales de los 140 empleados en las plantas de la empresa en Hollola y Tampere , en Finlandia ."
"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics .",neutral,"Crear interfaces más similares a las interacciones en el mundo real puede permitir experiencias más naturales e intuitivas , de la misma manera que los juegos y películas modernas son más inmersivas a través del uso de gráficos 3D realistas ."
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",positive,"Además , Cramo y Peab han firmado contratos de alquiler exclusivos de cinco años en Finlandia y han ampliado sus contratos de alquiler existentes en el mercado sueco por otros cinco años ."
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,positive,"Las ventas aumentaron a 300,9 millones de euros en comparación con los 276,1 millones de euros del año pasado y en consonancia con la cifra de consenso de 299 millones de euros ."
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",neutral,"En 2010 , Sanoma Magazines espera que las ventas netas estén en el nivel de 2009."
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,positive,$FB Dax dice adiós 2013 - terminó un gran año w 28% más!
"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .",positive,"Al adquirir RCP , podemos combinar nuestro fuerte knowhow con la experiencia de una empresa local sólida ."
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive,"Los beneficios del período fueron de 15,6 millones de euros en comparación con 14,1 millones de euros en 2007 ."
"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .",neutral,"No se dio ningún precio por la transacción , que fusiona dos empresas londinenses que han trabajado juntas en una serie de proyectos , incluida la entrega de calendarios para las redes ferroviarias nacionales Express East Coast de Gran Bretaña ."
$GTAT Will re-enter short on bounce...,negative,$GTAT volverá a entrar corto en rebote...
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",positive,"Kai Tulonen , Director de Tecnología , SysOpen Digia dice : `` Mobility Business Suite representa un hito significativo en la oferta de la empresa a la industria de las telecomunicaciones ."
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive,El fabricante finlandés de ascensores y escaleras mecánicas KONE Corporation dijo el martes ( 18 de marzo ) que ha recibido una orden importante de Sir Robert McAlpine para suministrar todos los ascensores y escaleras mecánicas para el proyecto Watermark Place en la City de Londres .
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",negative,"En los Estados bálticos , la empresa registra ventas netas de 11,9 millones de euros , frente a 14,2 millones de euros , y un EBIT operativo de -2,2 millones de euros , frente a 1,7 millones de euros ."
Neither of the companies use genetically engineered soy at the moment .,neutral,Ninguna de las empresas utiliza actualmente soja de ingeniería genética.
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,Kirsi Rantanen fue anteriormente director de desarrollo de HK Ruokatalo 's negocio de aves de corral .
The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral,La empresa espera que las compras de carne se mantengan en torno a 8mn kilos en 2011.
"Luxembourg-registered investment fund Amber Trust II has won the final approval of Lithuania 's Competition Council to acquire 29.6 percent of Sanitas , the country 's largest pharmaceutical producer .",positive,"El fondo de inversión registrado en Luxemburgo Amber Trust II ha obtenido la aprobación final del Consejo de la Competencia de Lituania para adquirir el 29,6% de Sanitas , el mayor productor farmacéutico del país ."
Crown Castle buys Tower Development Corp for $461 million,positive,Crown Castle compra Tower Development Corp por 461 millones de dólares
"`` Tom Doring has a long and successful career in the drives business , and he knows the American market .",neutral,"`` Tom Doring tiene una larga y exitosa carrera en el negocio de las impulsiones, y conoce el mercado americano."
"European shares plunge, roiled by BHP and oil; hopes turn to ECB",negative,"La caída de las acciones europeas, arrollada por BHP y el petróleo; las esperanzas se vuelven hacia el BCE"
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",neutral,"Las ventas de alimentos ascendieron a 323,5 millones de euros en octubre de 2009 , lo que representa una disminución del 5,5 % con respecto a octubre de 2008 ."
"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",neutral,"Durante la manifestación, que fue autorizada por la administración de la ciudad, un funcionario del consulado salió a los trabajadores, habló con ellos y tomó una carta de ellos."
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,"Las ventas en América Latina aumentaron un 42 % hasta alcanzar los 432 millones de euros , y se vendieron en la zona un total de 8.7 millones de dispositivos móviles , lo que representa un aumento del 32 % con respecto al período correspondiente del 2009 ."
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",neutral,"El empleador-empleado habla preocupado acerca de 500 personas , es decir , todo el personal en Finlandia ."
$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,negative,$AAPL semanal todavía por debajo del promedio móvil 50 y creando un nivel más bajo. https://t.co/vT7ppzY2UY
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,positive,"Stora Enso Oyj, fabricante de papel dijo el viernes que ha sido absuelto de los cargos de que participó en una conspiración de fijación de precios de papel en los Estados Unidos."
The Commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .,positive,Hay que aplaudir a la Comisión por aplicar un enfoque basado en datos y basado en hechos y por proporcionar claridad a las futuras peticiones .
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",neutral,"Según Scanfil , la demanda de productos de redes de telecomunicaciones ha fluctuado significativamente en el tercer trimestre del 2006 , y se espera que la situación siga siendo inestable durante el resto del año ."
The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,neutral,"El beneficio de explotación de la empresa para el 2006 fue de 39,6 millones de euros ( 57,9 millones de dólares ) ."
Construction volumes meanwhile grow at a rate of 10-15 percent annually .,positive,"Mientras tanto, los volúmenes de construcción crecen a una tasa del 10-15 por ciento anual."
"When the situation normalises , the company will be able to increase the amount of residential units for sale in St Petersburg and Moscow , in particular .",positive,"Cuando la situación se normalice , la empresa podrá aumentar la cantidad de unidades residenciales en venta en San Petersburgo y Moscú , en particular ."
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral,"En el 2006 , 452 millones de toneladas de CO2 de UCE ( Asignación de la UE , crédito a las emisiones en la UE ) se negociaron con un valor de mercado subyacente aproximado ."
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,"El precio de los 10.000 kroon par bonos de valor fue de 9663,51 kroons en la emisión primaria ."
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,neutral,"Como parte del acuerdo, 10 empleados de las funciones de documentación forestal John Deere transferirán a DokuMentori Oy."
"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",neutral,"La zona también incluirá algunos edificios centrales, y Honkarakenne ha comenzado las negociaciones sobre su entrega."
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral,"El contratista del centro comercial, China State Construction Engineering Corporation, ha construido previamente aeropuertos, hoteles y fábricas para grandes clientes internacionales en diferentes partes del mundo."
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,positive,"No soy ANAL-yst profesional, pero sí pongo mi $ donde está mi boca. $AAPL hará $ 575 b4 yr.endâ € ""Ese es otro hun de aquí.Larga LEAPS = ^. ^ ="
The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .,neutral,Los camiones cuentan con un sistema Eco Drive - una herramienta de medición de combustible que almacena datos particulares para los conductores individuales.
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral,"El Consejo de Administración de Panostaja Oyj también decidió en su reunión de organización celebrada al término de la AGM aplicar la decisión de la AGM relativa a los honorarios de los miembros del Consejo pagados como acciones , de manera que las acciones se transfieran trimestralmente en la fecha siguiente a la publicación del informe trimestral ."
"$CTRP just broke resistance, watching for a #redtogreen #breakout right out of the gate tomorrow morning. #stocks https://t.co/8VXFUUIt04",positive,"$CTRP acaba de romper la resistencia, mirando por un #redtogreen #breakout justo fuera de la puerta mañana por la mañana. #stocks https://t.co/8VXFUUIt04"
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,negative,"La empresa confirmó su estimación de ingresos inferiores para todo el año 2009 a los 93,9 millones de euros de hace un año 137,3 millones de dólares estadounidenses , según se indica en el informe provisional del 5 de agosto ."
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",neutral,"El 25 de agosto de 2009 , la participación de Sampo en Nordea fue del 19,45 % ."
The new chain has 700 discount stores and 250 supermarkets .,neutral,La nueva cadena cuenta con 700 tiendas de descuento y 250 supermercados.
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,neutral,"Los ingresos por cuota de EPS en 2005 disminuyeron a 0 ,66 euros , frente a 1 ,15 euros en 2004 ."
Operating profit for 2009 lower than outlook published earlier .,negative,Resultado de explotación para 2009 inferior a las perspectivas publicadas anteriormente .
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,neutral,El socio de licencia BioTie North-American Somaxon Pharmaceuticals inició un estudio clínico de fase II-III en pacientes con juegos de azar patológicos y un estudio piloto de fase II en el cese del tabaquismo por adicción a la nicotina .
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral,Los currículos de los miembros propuestos pueden consultarse a partir del 12 de marzo de 2008 en Internet en www.sampo.com/ir .
