Sentence,Sentiment,sentence
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral,`` Lemminkainen Talo Oy 's Lahti Büro ist ein bedeutender Logistik-und Geschäftsräume Bauherr .
$NUGT longer term bullish,positive,$NUGT längerfristig bullisch
"shock phase ' , consumers have once again started to plan and implement building projects .",neutral,"Die Verbraucher haben erneut damit begonnen , Bauvorhaben zu planen und umzusetzen ."
"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company .",neutral,"Gegründet 1649 , Fiskars hat über 360 Jahre der Produktqualität Exzellenz und ist Finnlands ältestes Unternehmen ."
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative,"Biohit sagte, dass es die Zahl der geleasten Personal um 10 reduzieren wird , und entlassen 10 von seinem eigenen Personal ."
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .",neutral,"Scanfil , ein Systemlieferant und Vertragshersteller für den Kommunikationssektor , wird in Oulu , Finnland , Personalverhandlungen aufnehmen , um das Personal vorübergehend zu entlassen ."
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",neutral,"Der OMX Nordic 40 OMXN40 Index , bestehend aus den 40 am meisten gehandelten nordischen Aktien an der Nasdaq OMX Börse , schloss am Donnerstag 0,87 % mit 1.064,14 Punkten ab ."
"Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m .",positive,Ohne Sondereinflüsse stieg der Gewinn vor Steuern um 45 % auf 80 Mio EUR .
"Also , a six-year historic analysis is provided for these markets .",neutral,Auch für diese Märkte ist eine sechsjährige historische Analyse vorgesehen .
This amount will not be included in the pensionable salary .,neutral,Dieser Betrag wird nicht in das rentenfähige Gehalt einbezogen .
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,positive,$AAPL AUG 645 Anrufe +550% .67c: http://stks.co/i9T3
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,"Im ersten Quartal 2009 belief sich der Betriebsverlust des Unternehmens auf 0,3 Mio EUR , verglichen mit einem Gewinn von 3,6 Mio EUR im ersten Quartal 2008 ."
Finnish Rautaruukki 's engineering division Ruukki Engineering will re-organise its operations in the Mo i Rana plant in Norway .,neutral,Die finnische Ingenieursparte Rautaruukki Ruukki Engineering wird ihre Tätigkeit im Werk Mo i Rana in Norwegen neu organisieren.
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",positive,"Um niedrige Betriebskosten für Funknetze zu gewährleisten , können die BTS-Module aus der Ferne konfiguriert , Software aktualisiert und diagnostiziert werden ."
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",neutral,"Im ersten Quartal 2009 belief sich das Ergebnis des Unternehmens vor Steuern aus fortgeführten Aktivitäten ohne Sondereinflüsse auf -0,4 Mio . EUR im Vergleich zu -0,1 Mio . EUR im entsprechenden Zeitraum 2008 ."
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive,"CEO des Unternehmens Tarmo Noop sagte, das Wachstum im Verkauf von Premium-Bier war die größte ."
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,neutral,"Der finnische Faser- und Kunststoffhersteller Suominen Corporation OMX Helsinki : Die SUY1V meldete am Mittwoch , den 22. Oktober , einen Betriebsverlust von 0,8 Mio. EUR auf den Nettoumsatz von 55 ,2 Mio. EUR für das dritte Quartal 2008 ."
Deliveries have started and the network will be ready for a launch soon .,positive,Die Lieferungen haben begonnen und das Netzwerk wird bald für einen Start bereit sein.
"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",neutral,"ALEXANDRIA, Va., 19. November -- Erkki Aho, Elimaki, Finnland, hat eine Methode und ein Gerät in Verbindung mit einer Schuhpresse entwickelt."
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive,Der Umsatz verbesserte sich auf 1.553 Mio SEK gegenüber 1.408 Mio SEK.
Net sales fell by 5 % from the previous accounting period .,negative,Der Nettoumsatz ging gegenüber dem vorangegangenen Berichtszeitraum um 5 % zurück .
"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",neutral,"Im vergangenen Jahr hat UPM die Produktion gekürzt , in Finnland geschlossen und 700 Arbeitsplätze abgebaut ."
Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri,positive,Japans Asahi wird nächste Woche ein Angebot für SABMillers Grolsch und Peroni - Yomiuri abgeben
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",neutral,"Das Betriebsergebnis wies einen Verlust von 2,9 Mio EUR auf , während es ein Jahr zuvor einen Gewinn von 0,6 Mio EUR erzielte ."
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,"Der operative Verlust vor Sondereinflüssen betrug 0,9 Mio EUR , gegenüber einem Ergebnis von 11,5 Mio EUR im Jahr 2008 ."
What would you like to see changed on Nokia 's next attempt ?,neutral,Was möchten Sie auf Nokia's nächsten Versuch geändert sehen ?
The company will release its 2010 results on 11 February 2011 .,neutral,Das Unternehmen wird seine Ergebnisse 2010 am 11. Februar 2011 veröffentlichen.
"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",neutral,Die orangefarbene Schere von Fiskars ist Teil der permanenten Designsammlung des Museum of Modern Art in New York sowie des Philadelphia Museum of Art.
And U.S. energy executives say high steel prices are threatening energy exploration .,neutral,"Und US-Energiemanager sagen, hohe Stahlpreise bedrohen die Energieexploration ."
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",neutral,"Derzeit baut YIT ein Wohngebiet Zapadnye Vorota 26.000 Quadratmeter in der Stadt und ein Haus 9.910 Quadratmeter , die Ende 2009 abgeschlossen werden ."
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",positive,"Fiskars , die Welt 's 1 Scheren Marke TM , vor kurzem gewonnen Learning -« Magazine 's 2011 Teachers ' Choice Award für den Klassenraum ."
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,neutral,Chief Executive Officer Olli-Pekka Kallasvuo 's Änderungen am Dienstag markieren das dritte Mal in neun Monaten hat das Unternehmen neu gemischt Führungskräfte und Operationen als Nokia verliert Boden zu Apples iPhone und RIM BlackBerry .
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,"Nokias US-Aktien waren 3,3 Prozent niedriger bei $ 12.73 bis 1750 GMT ."
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative,"Das Betriebsergebnis ging im Zwölfmonatszeitraum von 157,5 Mio EUR zurück , während sich der Nettoumsatz gegenüber 2007 von 634,3 Mio EUR erhöhte ."
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,Insgesamt wurden im Rahmen des Aktienoptionssystems 2003 1.800.000 Aktienoptionen ausgegeben .
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .",neutral,"Zu diesem Zeitpunkt werden maximal 60.000 Tulikivi Series A-Aktien erworben , was etwa 0,16 Prozent der ausstehenden Aktien des Unternehmens entspricht ."
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,"Diese Akquisition unterstützt unsere Strategie, nah an unseren Kunden auf der ganzen Welt zu sein und sowohl Ausrüstung als auch damit verbundene Dienstleistungen anzubieten."
Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,positive,Barclays Anleihen steigen als Lender schneidet Dividenden an Shore Up Capital
$INVE : SEE YA ABOVE $8,positive,$INVE : SIEHE YA ABOVE $8
The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,neutral,Der Konzernumsatz belief sich 2009 auf 70 Mio. EUR und beschäftigt derzeit rund 780 Mitarbeiter .
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",positive,"Estnische Telekommunikationsunternehmen Elisa's Kundenzahlen kreuzen 400.000 TALLINN , 22. Okt , BNS - Das estnische Telekommunikationsunternehmen Elisa gewann etwa 50.000 neue Kunden in den neun Monaten dieses Jahres , wodurch die Zahl auf 401.800 bis Ende September , sagte das Unternehmen ."
Construction is expected to be completed in the summer of 2011 .,neutral,Die Bauarbeiten werden voraussichtlich im Sommer 2011 abgeschlossen sein.
Poyry is a global expert in consulting and engineering .,neutral,Poyry ist ein globaler Experte für Beratung und Engineering .
"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",neutral,"Vaisala Oyj Veröffentlichung der Börse 26.03.2010 klo 09.00 1 ( 1 ) Die Generalversammlung von Vaisala Oyj hat am 25 . März 2010 beschlossen , den Jahresabschluss 2009 des Unternehmens zu genehmigen ."
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),positive,"Der Nettoumsatz stieg von 179 ,9 Mio. EUR auf 193 ,3 Mio. EUR und der Gewinn vor Steuern stieg um 34,2 % auf 43 ,1 Mio. EUR ( 1 EUR = 1 ,4 USD )"
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,neutral,"Das Betriebsergebnis sank im vierten Quartal von 4,2 Mio EUR im entsprechenden Zeitraum 2009 auf 3 Mio EUR , da es die Kosten für Wachstumsprojekte einschloss ."
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral,COMPTEL CORPORATION Sami Ervio President und CEO Vertrieb: NASDAQ OMX Helsinki Wichtige Medien Mit Comptel Dynamic OSS-Lösungen können Telekom-Dienstleister flexible Dienste anbieten und effektiv aufladen.
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral,`` Unser Vaalipalvelu-Service wurde speziell für die Nutzung durch Gemeinschaften und Organisationen entwickelt.
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative,"Die Ankündigung kommt zwei Wochen vor Ablauf einer Schlüssellizenzvereinbarung zwischen den beiden Unternehmen, die in einer Meinungsverschiedenheit über Lizenzgebühren Zahlungen für Texas Instrument Chips, die Qualcomm-patentierte Technologie verwenden eingeklemmt sind ."
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral,"Laut einer von der World Intellectual Property Organization: `` Die vorliegende Erfindung bezieht sich auf Kohlenwasserstoffe und insbesondere auf die Herstellung von Kohlenwasserstoff-Komponenten, die als Flugkraftstoffe oder Düsenkraftstoffe geeignet sind, und als Mischvorräte für Flugkraftstoffe ."
"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .",neutral,Die Aufträge bestehen aus insgesamt über 1.600 Panels von lift-away Wetterdeck Luke Abdeckungen und sie werden für Container-Schiffe mit Kapazitäten von 2.000 bis 13.300 TEU geliefert werden.
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,neutral,Das Unternehmen unterstützt seine globalen Kunden bei der Entwicklung neuer Technologien und bietet einen schnellen Weg von der Produktentwicklung zu Anwendungen und Volumenproduktion.
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",neutral,"Um 10.33 Uhr war Huhtamaki der größte Faller des Marktes , 8.69 pct niedriger bei 11.35 eur , während die OMX Helsinki 25 0,32 pct höher bei 3.332,41 , und die OMX Helsinki war um 0,47 pct höher bei 11.687.32 ."
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive,Imperial Tobacco fügt vierteljährliche Dividenden nach Gewinn Rose
$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,positive,"$NFLX +1% $104,80 LANG-Streaming-Dienste schnell übertreffen traditionelle Kabel"
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral,"Der Käufer ist Immobilienbesitzer Propertos Oy , aber die Unternehmen haben vereinbart, keine finanziellen Details des Deals offenzulegen ."
"However , the broker gave an `` outperform '' recommendation on the stock .",positive,Der Broker gab jedoch eine ``übertreffende '' Empfehlung auf den Bestand .
Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,positive,Airbus hat 100 feste Aufträge für die A350 und 89 unverbindliche Verpflichtungen .
"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",neutral,"TomTom mit Sitz in Den Bosch ist Europas größter Hersteller von Kfz-Navigationsgeräten, während Garmin mit Sitz in Cayman Islands in den USA und insgesamt größer ist."
Also construction expenses have gone up in Russia .,neutral,Auch die Baukosten sind in Russland gestiegen.
Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,positive,Doppelboden mit Griff Kaufpunkt von 56.49 $WMT http://chart.ly/ml857v3
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",positive,"Aspo Plc STOCK EXCHANGE RELEASE Februar 11 , 2011 um8.45 Uhr ESL Shipping Ltd , Teil der Aspo Gruppe , hat einen neuen langfristigen Vertrag mit Rautaruukki Corporation für die Beförderung von Rohstoffen auf dem Seeweg auf der Ostsee unterzeichnet ."
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative,UPDATE 1-Lloyds zur Reduzierung von 945 Arbeitsplätzen im Rahmen des 3-Jahres-Umstrukturierungsplans
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",positive,"`` Nach einer langen, unrentablen Periode hat die Food Division ein profitables Ergebnis erzielt , das von einer gesünderen Kostenstruktur und einem neuen Ansatz im Geschäftsbetrieb spricht , """" sagte Rihko ."
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral,"Aspocomp Group mit Hauptsitz in Helsinki , Finnland , entwickelt Verbundlösungen für die Elektronikindustrie ."
"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .",neutral,"Das Ministerium für wirtschaftliche Entwicklung und Handel sowie Industrie und Energie , zusammen mit der regionalen Kostroma-Administration und der Russischen Holz- und Holzexporteurunion , führt seit 2003 Arbeiten zum Erwerb von Investitionen für den Bau einer Zellstoff- und Papierfabrik in Neja durch ."
$RIMM $spx $nya $compq $djia all going down,negative,$RIMM $spx $nya $compq $djia alle gehen nach unten
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",positive,"9 . September 2010 - Finnischer Schreibwaren- und Geschenkhändler Tiimari HEL : TII1V sagte heute , dass sein Nettoumsatz im August 2010 um 2 % gegenüber dem Vorjahr auf 5 ,7 Mio EUR gestiegen sei , was auf das Wachstum in Finnland zurückzuführen sei , während die Nachfrage in den baltischen Staaten schwach blieb ."
M2 Communications disclaims all liability for information provided within information on on the world wide web .,neutral,"M2 Communications lehnt jegliche Haftung für Informationen ab , die im Rahmen von Informationen im weltweiten Internet bereitgestellt werden ."
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",neutral,"In einer Note an Kunden veröffentlicht , der niederländische Broker beschrieb das Unternehmen die Ergebnisse des dritten Quartals als ""weich "" , obwohl es auch darauf hingewiesen , dass Elcoteq seine Leitlinien beibehalten , Händler sagte ."
"The firm 's UK head office is in Rugby Road , Lutterworth .",neutral,"Der Hauptsitz der britischen Firma befindet sich in Rugby Road, Lutterworth."
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .",positive,"Der OMX Nordic 40 ( OMXN40 ) Index , der die 40 am meisten gehandelten nordischen Aktien an der Nasdaq OMX Börse umfasst , schloss am Mittwoch mit 1.138,84 Punkten 0,43 % ab ."
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral,Neben der Softwareentwicklung wird die neue Konstruktionseinheit für den Maschinenbau und die Elektronikgestaltung sorgen.
CRH's concrete bid for Holcim Lafarge assets,positive,Konkretes Angebot der CRH für Vermögenswerte von Holcim Lafarge
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",neutral,Für das Geschäftsjahr 2006 wird ein Umsatz von rund 20 Mio EUR erwartet und das operative Ergebnis wird wie bereits angekündigt als Verlust erwartet .
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,"Verkäufer ist die finnische Elcoteq-Gruppe , das größte europäische Unternehmen für die Herstellung von Elektronikdienstleistungen ."
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,neutral,Die Verkäufe an der Anlage sind im vergangenen Jahr nach dem Einbruch der Branche in den Hauptresorts im Winter 2006-07 gesunken.
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",neutral,"Salcomp Oyj , der finnische Hersteller von Mobiltelefon-Ladegeräten , erzielte am Montag im zweiten Quartal einen Verlust von 1 ,49 Mio EUR gegenüber einem Gewinn von 1,70 Mio EUR im Vorjahreszeitraum ."
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,positive,Finnish Cargotec hat einen bedeutenden Auftrag für insgesamt 292 Hiab Ladekrane von BAE Systems in den USA erhalten.
The company expects its net sales for the whole 2009 to remain below the 2008 level .,negative,"Das Unternehmen erwartet , dass der Nettoumsatz für das gesamte Jahr 2009 unter dem Niveau von 2008 bleibt ."
The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral,Die Arbeitnehmerverhandlungen sollen Maßnahmen zur Anpassung des Betriebes an die derzeitige Produktionssituation in Angriff nehmen .
"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",negative,"DJI überkauft: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF"
"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",neutral,"Steve Jackson, eBusiness Analyst bei Satama und ehemaliger CEO von Aboavista sagte: `` Google brach die Form, wenn sie weg Google Analytics kostenlos."
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",positive,"`` Wir sind mit dem Umzug zufrieden , sagt Morna Cowie , Miteigentümer , oben , `` es ist doppelt so groß wie unser aktuelles Geschäft und hat ein schönes Gefühl dafür . ''"
"Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .",neutral,"Über die Anlage wird das belgische Unternehmen 8,4 MW Strom in das Verteilernetz einspeisen und bis zu 14 MW Wärme liefern können."
"The money will be spread mainly over 2011 and 2012 , the company said .",neutral,"Das Geld wird hauptsächlich über 2011 und 2012 verteilt werden , sagte das Unternehmen ."
"At this growth rate , paying off the national debt will be extremely painful .",neutral,"Bei dieser Wachstumsrate wird es äußerst schmerzhaft sein , die Staatsschulden abzuzahlen ."
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,Die Vereinbarung stärkt unsere langfristige Partnerschaft mit Nokia Siemens Networks .
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",neutral,"Diese Abschnitte werden in Kraft gesetzt , um die tragende Stahlkonstruktion der Brücke zu bilden , """", sagt Sami Eronen , Senior Vice President , Infrastruktur und Nordeuropa , Ruukki Construction ."
"The production capacity can be tripled without any major additional investments , the company said .",positive,"Die Produktionskapazität kann ohne größere zusätzliche Investitionen verdreifacht werden , sagte das Unternehmen ."
SABMiller buys Meantime to quench thirst for craft beer,positive,"SABMiller kauft Meantime, um den Durst nach Craft Beer auszulöschen"
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,positive,Finnische Outotec hat einen Auftrag zur Lieferung eines neuen Zinkrösters mit Gasreinigungs- und Schwefelsäureanlage für die Zinkschmelze OZK Kardzhali in Bulgarien erhalten.
"The customer is then forwarded to the site , and unknown to him logged in with the first number .",neutral,Der Kunde wird dann an die Seite weitergeleitet und ihm mit der ersten Nummer nicht bekannt.
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral,"CapMan , ein Vermögensverwalter , verfügt über Vermögenswerte im Wert von 3 Mrd EUR , die in der nordischen Region verwaltet werden ."
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,neutral,Der Nettogewinn von L&T für das gesamte Jahr 2010 sank von 45 Mio EUR für 2009 auf 36 Mio EUR .
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,neutral,Vacon kündigte vor kurzem Pläne für den Bau seiner nordamerikanischen Hauptsitz in 5 Business Park in Chambersburg.
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral,"Incap , mit Sitz in Oulu , Finnland , ist ein Elektronik-Vertragshersteller mit rund 750 Mitarbeitern in Finnland , Estland und Indien ."
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,"Der Verlust vor Steuern belief sich auf 49,9 Mio . EUR , verglichen mit einem Verlust von 15,4 Mio . EUR im entsprechenden Zeitraum 2008 ."
"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive,"Die Vaisala Gruppe ist ein erfolgreiches internationales Technologieunternehmen, das elektronische Messsysteme und Produkte entwickelt, herstellt und vermarktet."
Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,neutral,"Das Ergebnis je Aktie EPS betrug im ersten Quartal einen Verlust von EUR0 ,20 ."
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",neutral,"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , der weltweit größte Handy-Hersteller , nutzt die Consumer Electronics Show in Las Vegas, um ein High-End- , dünnes Falttelefon einzuführen , nach einem Medienbericht Montag ."
"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral,"Produktionsanlagen 6 Juli 2010 - Die finnische Investmentgruppe Neomarkka Oyj ( HEL : NEMBV ) sagte heute , dass sie die ehemaligen Produktionsanlagen von Kuitu Finland Ltd kaufen wird , im Rahmen der Verhandlungen über die Option , in Spezialzellulosefasergeschäft zu investieren ."
Valeant CEO Pledges to Heed Critics After `Painful' Experience,negative,Valeant CEO pledges to heed critics nach 'schmerzvolle' Erfahrung
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive,"Der Cashflow von Vacon aus Operationen stieg von 21,9 Mio . EUR vor einem Jahr auf 37,1 Mio . EUR ."
Valeant Said to Name New CEO With Pearson Still Hospitalized,neutral,"Valeant sagte, um neue CEO mit Pearson immer noch hospitalisiert"
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",negative,"Sieben Monate Umsatz von Ragutis , die von der finnischen Brauerei Olvi kontrolliert wird , sank um 11,2 Prozent , auf 15,41 Millionen Liter , und das Unternehmen hielt 9,89 Prozent des Marktes ."
These companies will be able to keep their market positions .,positive,"Diese Unternehmen werden in der Lage sein , ihre Marktposition zu halten ."
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive,`` Nach diesem Kauf wird Cramo der zweitgrößte Anbieter von Mietdienstleistungen auf dem lettischen Markt werden .
"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .",positive,"Das Betriebsergebnis lag bei 11,07 Mio EUR gegenüber 8,65 Mio EUR ."
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral,"Pentik+ñinen betont, dass die meisten der Internet-Inhalte Medienhäuser bieten kann nicht für immer kostenlos sein."
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",neutral,"Dopplr Mitglieder teilen persönliche und geschäftliche Reisepläne privat mit ihren Netzwerken , und markieren interessante Orte zu bleiben , essen und erkunden in Städten auf der ganzen Welt ."
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive,"Das Unternehmen schätzt nun , dass der Umsatz im Jahr 2010 gegenüber 2009 deutlich gestiegen ist und das operative Ergebnis deutlich positiv ausfällt ."
Currency conversions are based on exchange rates at the time of the deal .,neutral,Währungsumrechnungen basieren zum Zeitpunkt der Transaktion auf Wechselkursen .
$INTC finally some nice downside move... looking for the 31 handle to break,negative,$INTC endlich eine schöne Kehrseite bewegen... auf der Suche nach dem 31 Griff zu brechen
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",positive,"Vorher 's Präsenz hier eröffnet auch neue und interessante Entwicklungsmöglichkeiten für unsere Studenten , '' der Dekan der Fakultät für Elektronik , Kommunikation und Automatisierung an der TKK sagte ."
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative,"@NASDboy Ich denke, die DNF-Crew kann diese $NFLX kurz in den nächsten 30 Tagen in Richtung Verdienst"
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",neutral,"Im Bereich Gebäude- und Wohnungsverbesserung ging der Umsatz um 6,3 % zurück und belief sich auf 154,1 Mio EUR ."
The issuer is solely responsible for the content of this announcement .,neutral,Für den Inhalt der Mitteilung ist der Emittent verantwortlich .
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,positive,London Börse versiegelt 22 Mrd. £ Fusion mit der Deutschen Börse
